tweet_longitude,tweet_latitude,timestamp,status,phrase
-15.5,13.5,2019-02-10 15:38:55,"WHAT YOU CAN DO WITH ZIPPR!,home
,home
- Ordering home delivery-- ,home
Tired of EXPLAINING your location again and again? Use you… https://t.co/HdaDQPAq6P",home
-122.38731343,37.73463382,2019-02-10 07:23:08,Trump Defies Congressional Deadline on Khashoggi Report: President Trump refused to provide lawmakers with a report… https://t.co/irRKDyawMG,trump
-84.51194444,37.47472222,2019-02-10 12:30:03,"# Keep America Grate! POTS Trump is evrey God fearing Americans Presedent... Temp:Crab Orchard, Ky.:28.8°F",trump
-84.51194444,37.47472222,2019-02-10 12:45:03,"# Keep America Grate! POTS Trump is evrey God fearing Americans Presedent... Temp:Crab Orchard, Ky.:29.1°F",trump
-84.51194444,37.47472222,2019-02-10 14:40:04,"# Keep America Grate! POTS Trump is evrey God fearing Americans Presedent... Temp:Crab Orchard, Ky.:32.7°F",trump
109.62007053,-6.87993566,2019-02-10 10:58:10,"War begins, for a period of ten years... @ Wiradesa, Jawa Tengah, Indonesia https://t.co/ZErFnQkI3Q",war
100.483,5.81667,2019-02-10 06:48:04,"when the sun goes down, i glow up 💡✨ @ Gunung Jerai, Gurun, Kedah Darul Aman https://t.co/ZzPWW0AnZG",sun
-80.1832,25.8935,2019-02-10 13:01:21,Barry University FL Sun Feb 10th AM Forecast: TODAY Chance Of Showers Hi 79 TONIGHT Chance Of Showers Lo 70,sun
-81.8395,32.392,2019-02-10 13:02:48,Statesboro GA Sun Feb 10th AM Forecast: TODAY Chance Of Showers Hi 55 TONIGHT Chance Of Showers Lo 51,sun
-86.1096,39.7745,2019-02-10 13:02:58,Indianapolis IN Sun Feb 10th AM Forecast: TODAY Snow Hi 35 TONIGHT Rain And Snow Lo 30,sun
-79.3888,39.3804,2019-02-10 13:03:54,Hutton MD Sun Feb 10th AM Forecast: TODAY Chance Of Snow Hi 35 TONIGHT Freezing Rain Lo 30,sun
-81.7518,35.7567,2019-02-10 13:04:56,Calvin NC Sun Feb 10th AM Forecast: TODAY Chance Of Rain Hi 40 TONIGHT Chance Of Rain Lo 35,sun
-73.8469,40.8683,2019-02-10 13:06:13,Baychester NY Sun Feb 10th AM Forecast: TODAY Mostly Sunny Hi 39 TONIGHT Chance Of Snow Lo 29,sun
-51.2208,-30.0291,2019-02-10 13:35:28,"Shining with the sun @ Porto Alegre, Rio Grande do Sul https://t.co/M4IblcJ80F",sun
-0.803362,52.0499,2019-02-10 14:29:02,Nom nom nom.... - Drinking a Hades by @BlackenedSunBC/@TwistBarrelAle @ Blackened Sun Brewing  — https://t.co/vCMqjRGt3m,sun
-119.7952,36.8419,2019-02-10 16:01:53,Fresno CA Sun Feb 10th AM Forecast: TODAY Chance Of Showers Hi 52 TONIGHT Chance Of Showers Lo 33,sun
-118.2913,33.7377,2019-02-10 16:03:19,San Pedro CA Sun Feb 10th AM Forecast: TODAY Rain Hi 50 TONIGHT Chance Of Showers Lo 36,sun
-84.1944565,33.88493463,2019-02-10 06:12:47,Thank you Atlanta and everybody atlcomedytheater ! Y’all alllllllll rock!!! #ComedyLife #RealComicShit #StandUp @ A… https://t.co/IE7DjIKgb1,rock
-43.9387,-19.9191,2019-02-10 08:47:50,"Web Rádio ADC ,rock
https://t.co/aib0M4Dm3y ,rock
10hs Samba Gospel ,rock
12hs Rock Gospel ,rock
https://t.co/aib0M4Dm3y em Belo Horizo… https://t.co/ppaybMCLtx",rock
6.63919,43.2694,2019-02-10 10:57:19,"Rocky Sunday 🎸🐣,rock
#babylife #baby #babyboy #Ange #myboy #babyrock #sunday #happysunday #instababy #rock #cocooning… https://t.co/dxRajgdwMP",rock
101.75415091,3.1490488,2019-02-10 13:38:21,"Uwu (@ Burger Bakar Abang Burn in Ampang, Selangor) https://t.co/mq34aCRQfE",burn
101.687002,3.098782,2019-02-10 07:35:24,"Green Curry Chicken, White Rice with a Sunny Side Egg 🥚 @ Rayong Thai https://t.co/hznX5Eu6Y6",white
151.20797,-33.86751,2019-02-10 07:40:42,"“Aurea”. It’s all about your own perspective. Original available, a bit bigger than A5. I’ve done this white hair g… https://t.co/CcPJ4cjfjK",white
28.76666667,36.83333333,2019-02-10 09:57:57,BLACK &amp; WHITE Bazalı karyolalar… https://t.co/7cMHMWMYvL,white
4.53110761,7.7585593,2019-02-10 10:03:34,We welcome all our First Timers to the presence of the most High God... We Love You ALL..... @ White Plain Suites a… https://t.co/aWq6QsyHgB,white
-79.3407,43.7166,2019-02-10 12:44:56,"Love this wallpaper in the bathroom and the white bevelled subway tiled backsplash! Makes such a statement!,white
.,white
.,white
.,white
.… https://t.co/Ae197yEnQS",white
-89.5,44.5,2019-02-10 15:40:53,I love black and white... literally! #iloveblackandwhite #iloveblackandwhitephotography #interracialfamily… https://t.co/xR9JynZBxK,white
126.989,2.609,2019-02-10 06:25:06,"4.6 magnitude #earthquake. 150 km from #Tobelo, Maluku Utara, Indonesia https://t.co/wWpqVvPBjr",earthquake
-152.7864,60.5728,2019-02-10 08:29:01,"USGS reports a M1.6 #earthquake 10km NNW of Redoubt Volcano, Alaska on 2/10/19 @ 8:25:42 UTC https://t.co/h8B8Fwl43w #quake",earthquake
-120.6376648,36.0523338,2019-02-10 12:15:30,"Md 2.54 earthquake (automatic) occured at 2019-02-10T12:09:55 UTC, 24km E of San Ardo, CA https://t.co/GZm25ZIVtK",earthquake
-140.8618,60.3486,2019-02-10 13:06:02,"USGS reports a M1.5 #earthquake 92km ENE of Cape Yakataga, Alaska on 2/10/19 @ 13:01:46 UTC https://t.co/1deLpz4pxh #quake",earthquake
101.37702938,4.48954496,2019-02-10 07:04:02,Menu wajib! Strawberry Cream Chocolate... @ Healthy Strawberry Farm https://t.co/iYLPnv2LcI,farm
123.762161,13.252115,2019-02-10 09:22:40,Unwinding at Camvias Farm Resort😉 @ Camvias Farm Resort https://t.co/zJ9ElRVLYo,farm
19.371636,-33.145336,2019-02-10 10:55:56,Cheers Kaleo &amp; #TankwaTrek2019 @TankwaTrek was awesome! #TeamFullSuss @FullSusSa (@ Kaleo Guest Farm)… https://t.co/oPFoYuYK8b,farm
-82.74285311,35.65635391,2019-02-10 12:49:36,Hempsters gather at @bonfireavl after the Hemp Growers Meeting at Franny's Farm.  Yes! We are up to something. Wait… https://t.co/JXN32WivYC,farm
-77.07874775,-12.09569273,2019-02-10 07:29:49,"Día internacional del condón 2019,art
#AHF #Peru en Domos Art https://t.co/UuQh1W2EE0",art
7.26018,43.75992,2019-02-10 09:08:50,"💥 boom headshot ,art
First fine art in our new studio space ,art
Model daddydevushki ,art
Backdrop @missnumerique ,art
Inspired by… https://t.co/1GBx7gUa9y",art
-2.4299,53.5785,2019-02-10 09:17:43,"Flaming hot,art
.,art
.,art
.,art
.,art
.,art
.,art
.,art
.,art
.,art
.,art
.,art
.,art
#Lumix #visualsoflife #visualsofearth #earthpix #mma #ufc #art #humanity… https://t.co/o3zqdEzqTH",art
78.36421788,17.45489431,2019-02-10 14:31:44,"Hot choc Sunday,art
,art
#HotChocolate #Sunday #Evening #Weekend #Work #Fun #Art #CoffeeArt #Coffee #Hyderabad #India @ Sen… https://t.co/iCKxT4Sppm",art
29.35326,37.42512,2019-02-10 15:06:39,"#nadirakkusdesign #leiuruswoodenart #nadirakkus #leiurusnadirakkus ,art
#wooden #art #ahşap #sanat,art
#wood #design,art
#style… https://t.co/EowIEZqqZo",art
9.55536169,55.49854127,2019-02-10 16:04:40,The art of teambuilding. We call this workshop for “The Masterpiece”. Indoor activity for 30 people or more.… https://t.co/imM1THZ3i1,art
12.5,41.9,2019-02-10 12:13:30,Professional guard 👮🏻‍♂️... lindirii #bulldogfrances #bulldogfrancese #dog #puppy #puppylove #puppygram #bulldog… https://t.co/Kx9RNJcKVA,dog
21.51055118,42.05112808,2019-02-10 06:08:08,"Day 41 of 365 @ Cresevo, Aračinovo, Macedonia https://t.co/9d0JIZ3Hyr",day
115.16419638,-8.78558463,2019-02-10 06:08:31,"Spend your first day in #Bali for half-priced goods &amp; foods.,day
Get (up to) 50% discount by showing your boarding pass… https://t.co/ztStLwi3gV",day
-0.92263,52.47954,2019-02-10 07:10:05,"Mᴬᴹᴬ~ Sunday mama. It’s a day for family, food, films and wearing comfy clothes 💕. So snuggle up in of these person… https://t.co/xITCGb7Fpn",day
0.60418,52.96298,2019-02-10 07:33:12,"Today’s photo of the day “Lapwing”, RSPBTitchwell Marsh, Norfolk #rspb #norfolk #lapwing #bird #birdsofinstagram… https://t.co/IrXWv8HvA2",day
-0.12731805,51.50711486,2019-02-10 07:47:52,"This is the kind of reviews,  I like to wake me up n see every day, , she said our wigs re wind proof🤣🤣🤣🤣🤣🤣,day
Meaning… https://t.co/fdZa9DmwFC",day
101.67717932,3.11776618,2019-02-10 08:44:34,"Debbie: Is this like a Valentine’s Day celebration?,day
Kent: Everyday is a Valentine’s Day,day
Debbie: 😍,day
,day
Baked our first… https://t.co/yewBSJCnBF",day
-1.47947,53.26316,2019-02-10 09:13:49,Treat the one you love this Valentine's Day ❤ The Perfect Balance Gift Certificates can be purchased at Sudbrook Th… https://t.co/hXXorM2j9T,day
-0.483333,38.35,2019-02-10 09:34:31,Always on the attack... #alwaysracing. @puritorodrigues was one of the most aggressive riders in the day vueltacv .… https://t.co/FNGVNzLoPs,day
-2.01775823,52.39364958,2019-02-10 09:41:07,Sundays a day of rest....  Not for me as I’m working today. #massage #rest #sunday #calming #holistichealing… https://t.co/zUHgbQar4m,day
-3.54922603,55.88286925,2019-02-10 09:42:45,"Week 3, Day 6 #Barbell #Workout #TeamJDFitness #NoPainNoGain (@ JD Fitness Studio - @jdfitnessjohn in Livingston)… https://t.co/lOvqYyd6kH",day
2.93791,51.23941,2019-02-10 09:49:12,Day 2 at Vegan A’fairs in #oostende   Another chance for a bracing beach walk and a spot of Sunday shopping.  Come… https://t.co/ahp34m0oCi,day
-0.093689,51.514125,2019-02-10 10:00:09,Nanushka's Vegan Leather Puffer Jacket Was a Street Style Favorite on Day 2 of New York Fashion Week https://t.co/Wt93P8Kae5 #LDN,day
120.997,14.5481,2019-02-10 10:29:03,"Experiencing things one day at a time as I embrace my season. 👣💫 God is good :) ,day
#Run4urLife #RedSports #FunRun @ P… https://t.co/6jcq6jYJNo",day
-1.856,54.672,2019-02-10 10:40:37,Quality day yesterday around #dannyhartsdescendbikepark swapping forks checking this off set crack. #santacruz… https://t.co/qEQgmSRA3F,day
-1.47732245,52.92433549,2019-02-10 10:44:33,"Why not come join us for breakfast on this gloomy day 🥓🍳🥞,day
•,day
•,day
#slugandlettucederby #slugderby #derby… https://t.co/FRjVqN492F",day
-2.90296431,53.27734615,2019-02-10 10:47:04,Great to be back with @atmosphere_comp at #wirraldancefestival 🧡🖤 here all day so come and say hi and have a browse… https://t.co/M2oHRvg7Ra,day
-0.32850033,51.29480385,2019-02-10 11:01:43,"And we're off!,day
,day
Services all through the day so come along if you're around central London… https://t.co/53o3xZUOcU",day
19.37734481,-34.32677269,2019-02-10 11:15:24,"Day old Chardonnay ,day
#saharvest2019 #overbergwine #winelover #instawine #wineoftheday #wineofsouthafrica #winemaker… https://t.co/5GX9EduEhc",day
-1.59472,54.97291,2019-02-10 11:16:28,"We have blue skies and sunshine at the Quayside today, a lovely day to walk along the market and enjoy a crepe!… https://t.co/JhWUKhXiU9",day
-95.3694,29.7602,2019-02-10 11:17:38,"I never got to meet you ... but I miss you!!! Every day! #grandfather #mylove #myinspiration @ Houston, Texas https://t.co/G5JlyF2OHI",day
103.93150091,1.30612265,2019-02-10 11:50:23,Day out at the wake park with Tito JR imanadik #littledoogy @ Singapore Wake Park https://t.co/h0SL1eC9UB,day
2.77975559,48.87030427,2019-02-10 11:54:33,Some fun at disneylandparis and what a great show to end the day with Buffalo Bill’s Wild West Show 🐭🐴🤠… https://t.co/KQEdTjqWYk,day
-93.7501,32.5141,2019-02-10 12:03:30,HAD TO PUT IN A LIL WORK YESTERDAY.. ALL DAMN DAY I WAS TIRED WORKED ME LIKE A WELL YOU KNOW WHAT… https://t.co/9SWGkzzAmT,day
-63.59957,44.71243,2019-02-10 12:04:29,"Just do it! Good things will follow. ,day
,day
💥Click to get a 7 day FREE pass to 360fit!💥,day
,day
https://t.co/0M6wnYojG9 @ 360fit https://t.co/v9dO4wZMzh",day
-81.518,28.371,2019-02-10 12:07:05,"Day 3…💓,day
.,day
.,day
➡︎➡︎swipe,day
.,day
.,day
#ディズニーワールド #スプリングス #disneyworld #disneysprings #フロリダ #オーランド #florida #夢の国 #mickeymouse… https://t.co/dbxgIAqwSp",day
12.3395214,45.4413989,2019-02-10 12:07:31,"Magic Day in Venice 🇮🇹,day
.,day
.,day
.,day
.,day
.,day
.,day
.,day
#venezia #gondola #italia #winter #february2019 #photoofthedays #igers… https://t.co/6gkkJJnCf2",day
-84.17666591,34.43307544,2019-02-10 12:50:34,What a day yesterday! @nelsoncanache was kind enough to let Ryder borrow his daughter’s kart to see if he liked it.… https://t.co/uEWhlh9ygP,day
-77.02916,38.90006,2019-02-10 12:51:09,#nmwa #rodarte last day today for exhibit @ National Museum of Women in the Arts https://t.co/0QAxQXPTVG,day
-0.25682,39.16548,2019-02-10 12:54:48,Día de ruta. Route day. #valencia #cullera #route #motorbike #mondial en Cullera https://t.co/IzICZYbQYH,day
-1.1526572,50.6778465,2019-02-10 13:03:17,"Week off, Day 1, #carpicnic #view #isleofwight #landscape #monochrome #blackandwhite #rainclouds @ Brading Down https://t.co/PU6qTNAye0",day
-83.9204,35.96949,2019-02-10 13:04:25,Congratulations to Brittany &amp; Eric. Here is a first look at their wedding day at the beautiful @jterminalevents  in… https://t.co/eWK0BlPahh,day
-0.1776025,51.5325229,2019-02-10 13:32:48,@theorielles  and ost_tm having a fun day of filming at @abbeyroad @ Abbey Road Studios https://t.co/ea2oTbXQQu,day
120.68499548,15.04192409,2019-02-10 13:38:18,Day off ni inday. 😁 @ Shakey's PTT San Fernando https://t.co/FF76m3RD0b,day
-1.34169912,54.42455839,2019-02-10 13:40:51,Summer bikes out! Great day over the Moors and back to rootsfarmshopandcafe for coffee #cycling #cyclingphotos… https://t.co/VFUK4Zidqj,day
-73.8780821,41.0105786,2019-02-10 14:00:58,"Day 2 @nyhccomics At @ZOLOWORLD_COM 2019 With Over 22,000+ Sqre Ft Dealer Area, This Weekend! #NYHCCOMICS Is Poppin… https://t.co/R0vA9Kkb8o",day
-93.2711,31.1436,2019-02-10 14:44:06,"Good morning everyone ... I hope everyone has a marvelous day ... I love you all @ Leesville, Louisiana https://t.co/Trpv28SkXz",day
-77.56505,39.11486,2019-02-10 15:08:35,Valentine’s Day is just around the corner and we have some beautiful gifts and delicious desserts for you to check… https://t.co/1BA9JZoKLk,day
-86.77359613,21.07750982,2019-02-10 15:16:45,MAN CAN'T GET MY DAY STARTED WITHOUT WISHING MY BRO (TRU FRIEND) RED 🦅 AKA FAT JOE A HAPPY MOTHERFUCKING BIRTHDAY R… https://t.co/Gn0mZvVLEE,day
-89.02712066,42.25483233,2019-02-10 15:30:39,Another day another  blessing @ Heartland Community Church https://t.co/ogsM4bFzzh,day
-80.1418,26.1358,2019-02-10 15:36:59,"Ding 👬 Ding 👬 Ding 👬,day
Says “ I ain’t teaching you any Yoga 🧘🏻‍♂️ ! “,day
It’s my day off #Busybuttdodo 👿🍤👶🏻🙅🏻‍♂️,day
Says “… https://t.co/6dC6TgsZQ7",day
-81.65750384,41.43596113,2019-02-10 15:58:24,"DAY #10 of #februaryloveletters, ⁣,day
Dear 1998, ⁣,day
I understand there is a podcast about you. Here’s what I know: I wa… https://t.co/RrpGsBgE7s",day
-75.51738,5.067006,2019-02-10 16:09:40,#sunday #perfect1 #perfect2 #day #soulofrally #bears🐻 #party #workinghard #choises #PlayHard #gamer #Lifestyle #dj… https://t.co/7KqM17bPOK,day
-80.72142,40.0639899,2019-02-10 06:15:49,"On spotify #spotify ,spotify
Dropped 2 Weeks Ago 💯💯🔥🔥🔥 #spotifyplaylist #spotifypremium #linkinbio #rap #ohio @ Wheeling, W… https://t.co/cKnMkD0mJp",spotify
-71.0,-31.0,2019-02-10 15:22:47,"Ya somos más de 4.000! Síguenos en #Spotify, todos nuestros álbumes disponibles, también playlists,spotify
,spotify
We reach 4.000+… https://t.co/paYILizy1T",spotify
0.467153,51.266315,2019-02-10 09:40:32,Back to normal: Lower River Medway 09:14 10 February https://t.co/UEVp7yUEx1,river
20.079646,41.110633,2019-02-10 10:41:08,Working together toward a common vision 💪🏻🇦🇱👏🚣🏻‍♂️ #rafting #travel #nature #adventure #river #trekking #instagood… https://t.co/AoECMVbXJF,river
-64.1833,-31.4,2019-02-10 13:25:17,"MISSIΠG SUMMΞΓ,river
Winter for how long...,river
.,river
.,river
.,river
#Nono #Cordoba #Argentina #river #cba #ar #summer #southamerica… https://t.co/50bA7y78Vj",river
-2.02723816,53.74118181,2019-02-10 14:20:22,On 10/02/19 at 05:15 the river level was 0.37m. https://t.co/hA1YGlIGwH,river
0.6087,51.4989,2019-02-10 14:31:40,Blues booze cruise down the Thames 🍺🔵⚽🛳 @ River Thames https://t.co/DKE798MYMU,river
12.5,41.9,2019-02-10 09:20:33,"Or just look in shop windows for inspiration. ceramics are everywhere!! @ Rome, Italy https://t.co/EUcNqKb5rl",windows
13.50731847,49.11428833,2019-02-10 11:25:35,Proč má @Vit_Rakusan na klopě logo #windows?,windows
6.84997559,45.62683896,2019-02-10 08:32:18,Wintersport holidays 2019 with Michiel &amp; family @ La Rosière - Espace San Bernardo https://t.co/wDvXI8p3hV,family
141.350827,43.06033,2019-02-10 13:15:16,"自分にとっては、これで今年の #SNOWMIKU2019 はおしまい。 (@ 初音ミク&amp;戸山香澄 on Snow Stage Hard Rock Family Live 大雪像 in 札幌市中央区, 北海道)… https://t.co/gM00y8tOSW",family
-71.91912288,42.33048722,2019-02-10 14:42:32,"Happy Sunday, IG Family! We have some stew cooking for you that will drop this Wednesday! Leading up to Wednesday,… https://t.co/v0XROohOup",family
-94.83145996,29.27665868,2019-02-10 15:13:09,"Crab Cakes, Fries &amp; Seafood Soup! This is all that a good American needs - Seafood, Beers, and family! 🤤🔥😋❤️😍… https://t.co/A7H9JmHt74",family
106.6896783,-6.69563007,2019-02-10 15:19:38,"7th anniversary &amp; family gathering.,family
Tiger angels club' 09-10/02/2019.,family
#T.A.C,family
#hondatiger,family
#tigerrevo ,family
#tiger2000 @ V… https://t.co/IpRONr1FoH",family
-118.38521699,34.08357615,2019-02-10 06:22:45,Hello. Thank you. God bless. @ The Abbey Food &amp; Bar - West Hollywood https://t.co/xoVCrBUQUA,food
101.983,2.7,2019-02-10 07:28:49,"Geng MMC @ The KrikKrikian ♥️♥️,food
.,food
.,food
Thank youu @mimiwoon for hosting, all food sedap2 semalam. Sambil mem""bawang"" s… https://t.co/LlhmBoV6qL",food
-2.04154439,53.5358999,2019-02-10 09:00:01,Happy 7 Years with Mr Pye. Back at our wedding venue for the greatest food and still the best company. Love you.… https://t.co/LqctoI4mYK,food
-2.04154439,53.5358999,2019-02-10 09:00:01,Happy 7 Years with Mr Pye. Back at our wedding venue for the greatest food and still the best company. Love you.… https://t.co/LqctoI4mYK,food
123.89194801,10.30978311,2019-02-10 09:05:44,"Barbecue Time! #barbecue #food #foodporn @ Larsian Fuente, Cebu City (The Philippines' Barbecue Capital) https://t.co/sNw9C8lGVF",food
101.71006153,2.93928783,2019-02-10 10:22:11,"early dinner (@ RASA Food Arena (Medan Selera) in Putrajaya, WP Putrajaya) https://t.co/mDi1rzKqKP",food
76.81205034,30.63492109,2019-02-10 11:14:11,"✈️High in the sky 🌌 in @armani ,food
,food
#instatravel #travelgram #luxury #luxurylifestyle #food #ootd #blackgirlmagic… https://t.co/KBLCnmu2Xe",food
-0.07585287,51.39853294,2019-02-10 12:11:49,🌟 Pomegranates serving us some pomegreatness as the star ingredient in our Pakistani street food style channa chaat… https://t.co/0uu7yq34iZ,food
106.82195768,-6.19617112,2019-02-10 13:05:02,"To much food (@ BENEDICT - @uniongroupjkt in Jakarta Pusat, DKI Jakarta) https://t.co/qvgoLoEsN1",food
-73.9183,40.8693,2019-02-10 08:08:59,"""l'm in a New York State of mind!"" Drinking local and I am enjoying it... Nice dry Pils... With plenty of hoppiness… https://t.co/Bfkpfh79rw",state
3.75,6.58333333,2019-02-10 11:11:30,Available in store @ Lagos State https://t.co/pWuV6KyK6X,state
7.04119,5.51271,2019-02-10 11:45:37,Just posted a photo @ Imo State University https://t.co/vBLnNpXLDf,state
-122.60420276,37.90381343,2019-02-10 13:32:19,Follow unstoppablecami : Fog over Mount Tamalpais State Park! ☁️ Here’s a time lapse from my shot Cotton Candy Wave… https://t.co/Ek2XAHeIiv,state
-71.1989695,42.1943909,2019-02-10 07:11:50,"Want to work at FM Global? We're hiring in Norwood, MA! Click for details: https://t.co/p6bQ5fYvVa #riskmanagement #tech",work
-88.2658121,44.2803005,2019-02-10 09:00:16,"Want to work in Kaukauna, WI? View our latest opening: https://t.co/SkQxjFfOR2 #LoveYourJob #FollowBack",work
-88.3459048,41.730585,2019-02-10 10:15:32,"If you're looking for work in Montgomery, IL, check out this job: https://t.co/BT2XDx979C #driver #cdl",work
0.67275017,52.28487791,2019-02-10 11:12:32,~SPRING~because it’s raining 🌧🌧How magical is the sunlight in this video? It shows team @TudorRoseLtd hard at work… https://t.co/z2WoHx51Gy,work
0.0357434,51.6262431,2019-02-10 11:37:53,If you want it - work for it!  Book our 6 weeks challenge and discover the difference!! Text for more details 07557… https://t.co/Ux3iH7HUnC,work
-72.948774,41.284164,2019-02-10 12:29:23,Road Work - WEST HAVEN #I95 South at Exit 43 (RT 122 &amp; 1ST AV) at 2/10/2019 7:27:04 AM #cttraffic,work
-157.8320446,21.2793872,2019-02-10 13:31:06,"Want to work at Trump Hotels? We're hiring in Honolulu, HI! Click for details: https://t.co/BnTSyHKPoX #TeamTrump #Trump",work
58.4171,23.5709,2019-02-10 13:38:29,"My Stile everytime I come home everyday from work 😌 #stilenskydiary 😹 @ Muscat, Oman https://t.co/Id2u4jP2Sq",work
-75.10392,39.7737808,2019-02-10 14:19:03,This offseason has been tough... a lot of hard work put in on &amp; off the field. I Would not be ready for this season… https://t.co/5tfJgemilo,work
-80.1341,25.813,2019-02-10 14:26:46,"Reaching our destiny isn’t supposed to be easy. We gotta put the work in. |@devonfranklin ⛪️,work
.,work
Sincerely, JM |… https://t.co/ehh9v2NQuP",work
-82.592953,28.042803,2019-02-10 14:27:27,"Yup even on sundays we work (@ Westchase Fitness in Tampa, FL) https://t.co/ADJiN3GMMK",work
-84.2638424,34.0808007,2019-02-10 15:11:53,"If you're looking for work in #Alpharetta, GA, check out this job: https://t.co/McWDbeTOFB #Engineering",work
-84.201528,33.7220258,2019-02-10 15:12:58,"If you're looking for work in Decatur, GA, check out this #Labor job via the link in our bio: Loader/Unloader - 2nd… https://t.co/AKeRFWJZ4V",work
-84.9669112,41.2108829,2019-02-10 15:41:52,At Aveanna our work is rewarding in a get-the-job-done-at-all-costs atmosphere. Our patients depend on us so no mat… https://t.co/Ea6bbBBfcG,work
-73.98061,40.75934,2019-02-10 15:45:10,Starting my Sunday with cheesecakes at work! #cheesecakes #ilovedessert #myfavoritethings #magnoliabakery… https://t.co/ibq9gBZp4J,work
-71.6638132,41.6285498,2019-02-10 15:47:15,"If you're looking for work in #WestGreenwich, RI, check out this job: https://t.co/H1gOL753zb #CustomerService",work
-75.3962896,39.6955738,2019-02-10 15:56:33,"If you're looking for work in #Pedricktown, NJ, check out this #FacilitiesMgmt job via the link in our bio: Maintenance Utility C at HMSHost",work
-95.5504801,29.9671771,2019-02-10 16:01:47,"If you're looking for work in #Houston, TX, check out this job: https://t.co/GS8CT9vISQ #SupplyChain",work
-71.0565,42.3577,2019-02-10 16:12:30,Very pleased with the results of all of our kids hard work. Here are 4 of our 5 competing kids at @yagp Boston this… https://t.co/UhrTavhsCE,work
-122.40294686,37.71235651,2019-02-10 13:17:42,"Racing! Bellafina wins, but not in a runaway: Horse racing newsletter https://t.co/M3KYxds1jv Go2: https://t.co/Cm8fkVLZ35",horse
115.18066406,-8.64619568,2019-02-10 10:29:45,Huge shout out to the bird that got this shot for me 👌🏼🦅 Had such a relaxing stay so far in Ubud that’s involved a… https://t.co/OHgrWYZ0a6,bird
1.56175375,42.17283447,2019-02-10 09:10:20,Acaba de publicar una foto en Port del Comte https://t.co/ErOxaOq163,port
-82.4643,42.9793,2019-02-10 13:04:40,Port Huron MI Sun Feb 10th AM Forecast: TODAY Snow Hi 29 TONIGHT Wintry Mix Lo 20,port
-0.19756,51.36119,2019-02-10 12:32:49,"There’s so much that can’t be done, but those things don’t cross your mind. Whatever does, is within your power.… https://t.co/cBvtIOJl2X",cross
35.93277778,31.94972222,2019-02-10 14:49:16,إعرف أكثر عن قانون #المسؤولية_الطبية ؛ المادة رقم ( 7 ) في #الأردن بالتعاون مع Johar Law - جوهر للقانون… https://t.co/lcj6EGJq1R,law
-100.3,25.6667,2019-02-10 07:19:45,#sesiondefotos #sesion #sesionesfotograficas #shooting #model #modelosmasculinos #modelling #modeling #black… https://t.co/1wOfF6DfKy,shooting
48.131201,29.137138,2019-02-10 06:04:24,"I'm at Pick yo - sea view in Abū Ḩulayfah, Al Aḩmadī w/ @othx_ @aalansari64 https://t.co/FwtUvdVIwy",sea
67.04191864,24.79245578,2019-02-10 07:30:06,"مجھے منظور ہے ہر ستم لیکن,sea
 مجھے منظور اب تم نہیں ہو @ Sea View Karachi https://t.co/sNYmjykgQr",sea
14.3318781,40.64432302,2019-02-10 08:08:23,"Being in the middle of the sea, is to be in peace with my own self ⛵🌊,sea
. ,sea
 #love #seascape #ripples #sea #amazing… https://t.co/aOENl3FMZ5",sea
4.81980107,52.42225898,2019-02-10 08:16:50,About last night majesticlexion revival northseavenue @beats2dance2016 live...... @ North Sea Venue https://t.co/m1HY9tWsxA,sea
-8.7310462,42.2331009,2019-02-10 11:23:53,"Tal vez busques, algo que yo no puedo darte.,sea
Que de sentido a tu vida sin habérselo encontrado a la mía.,sea
Que sea tu… https://t.co/Re1HKb2X8c",sea
4.27897685,52.1121223,2019-02-10 11:35:20,"Liefde en gezelligheid, #genieten 😎♥️ @ Sea Life Scheveningen https://t.co/Wis3Lhr2Og",sea
39.13536,21.62832,2019-02-10 11:43:15,"""Inhotim"" coffee table is a great example of how interesting natural elements can be incorporated into design, when… https://t.co/Q0TkPeGUNg",example
18.01592832,59.27844806,2019-02-10 09:33:59,"Nice wall panelling by @tonchairs,wall
@sthlmfurnfair 🇸🇪,wall
.,wall
.,wall
.,wall
#stockholmdesignweek #stockholmfurniturefair2019… https://t.co/DHqbWpB5mI",wall
67.01,24.86,2019-02-10 10:06:46,"Are you that somebody?* who sees a wall and break it.,wall
#breakingbarriers #fijilove #blessed @ Admire your blessing https://t.co/zWULqJBCg8",wall
111.55,2.316667,2019-02-10 10:22:53,Penang Street Wall Arts ❤🖌 #georgetown #penang #malaysia #arts #pinoy #lonetraveller #blessedsunday… https://t.co/9XOW2fIEwQ,wall
18.5388,54.5177,2019-02-10 07:54:21,"Good morning, world! @ Gdynia https://t.co/DE8WSiWHH9",world
120.28333279,14.82315821,2019-02-10 08:39:58,I'm at Wow World https://t.co/ggURpdkzya,world
-3.637848,52.349602,2019-02-10 08:48:28,"The first ever British male world champion presented by the first ever British female world champion, thank you… https://t.co/ndiNpizxrm",world
28.63773,40.98402,2019-02-10 09:36:40,BUGUN 14.00 'da WORLD POINT AILESI OLARAK  EKO VITRIN PROGRAMI BEYAZ TV EKRANLARINDAYIZ alparesdavet worldpointwedd… https://t.co/ASumGD6ycJ,world
